playerId,playerName,deviceId,soccerFieldId,raw_time,epoch_time,session,latitude,longitude,altitude,satellite,pdop,speed,heading,accX,accY,accZ,rotX,rotY,rotZ,pitch,roll,temp,step,crc,cnt,synced
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5758,1216,6136,-549,184,-27,-46.67467499,1.16613710,-3728,5,51429,43521,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5618,1286,5460,-624,293,209,-46.70354843,-1.57593834,-3744,0,26690,43522,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6234,2666,6724,3505,-252,1278,-46.94021606,3.04055882,-3728,0,61040,43523,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6604,4446,2762,16576,-8538,133,-57.73315048,36.89788437,-3728,1,60020,43524,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6450,4130,2616,180,414,-333,-62.10786438,33.43729019,-3744,1,63769,43525,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,7066,8928,3104,6794,1615,-3225,-48.17472839,33.68651581,-3744,1,51259,43526,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,4150,1028,8398,-2112,1756,-142,-44.69617462,-1.04660809,-3728,1,47336,43527,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5566,3014,4494,-449,1853,19,-49.91137314,5.18414640,-3696,1,2172,43528,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,4554,2236,7040,922,-2457,111,-39.66376495,2.78901291,-3680,1,4832,43529,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,4874,4470,5212,-79,-2902,-621,-44.41487503,21.91313171,-3664,1,33799,43530,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5078,6936,-1052,9045,-6195,-4824,-74.67568207,56.27356339,-3696,2,4256,43531,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,3844,6812,-3346,155,-1575,3227,-103.02110291,60.90641022,-3712,2,10429,43532,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5588,4800,-3296,449,2508,3285,-107.62618256,58.33269882,-3696,2,44101,43533,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6568,4252,-2878,-834,-1142,887,-98.54625702,55.66967010,-3680,4,12324,43534,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6528,3842,-2928,-713,-337,643,-103.14870453,47.09591675,-3680,4,27236,43535,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,7498,2572,-842,843,1068,1270,-97.14176941,36.48920059,-3680,4,58129,43536,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,7996,1224,344,2479,1986,-2315,-74.80414581,61.40288925,-3664,5,23790,43537,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6600,-1806,8418,2258,-67,12747,-49.30972672,59.34488297,-3680,6,27299,43538,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,8000,-2212,-282,1904,1785,-2312,-72.68994141,31.12449074,-3680,7,22844,43539,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,6848,1634,-1032,8342,-8564,-3738,-81.39631653,48.96281052,-3648,8,40823,43540,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,7786,8326,-5952,844,-2963,6863,-87.04355621,80.73266602,-3680,9,60405,43541,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,3270,5980,-3032,1309,4214,2966,-66.03840637,82.22675323,-3648,9,48106,43542,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,5146,5154,-5312,-1940,161,788,-82.62342072,73.12749481,-3648,10,2974,43543,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,832,8234,-414,3043,2282,3654,-101.28369141,33.77907562,-3648,11,55338,43544,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,1672,6922,-5558,4418,-2897,-467,-102.30756378,61.20416641,-3664,12,14999,43545,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,3088,7918,-5226,-841,-673,-3191,-83.17823029,47.92417908,-3632,14,14011,43546,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,-1056,8554,766,-5140,-1112,1472,-68.39881134,17.21619034,-3616,15,2959,43547,0
,,,,0.00000000000000000,01.01.1970 00:00:00.000,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,2730,6334,1300,618,-1603,5457,-51.32626343,27.18879890,-3616,17,22377,43548,0
